"ESTABLISHMENT NAME","ESTABLISHMENT ADDRESS","INSPECTION DATE","DEMERITS","LINK"
"MCDONALDS","11482 PERRIN BEITEL San Antonio, TX 782332536","1/3/12","26","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=99825&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"NADLER BAKERY","17595 BLANCO RD San Antonio, TX 782480","1/3/12","4","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=91921&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"NATIONAL OUTDOORS INC","6900 SAN PEDRO AV San Antonio, TX 782166207","1/3/12","3","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=247874&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"NORTHSTAR FOOD MART","10393 SAHARA DR SAN ANTONIO, TX 78216","1/3/12","3","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=256266&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"OAKDELL PHARMACY","423 TREELINE PARK San Antonio, TX 782090","1/3/12","0","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=256263&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"PATRIOT HEIGHTS","5000 FAWN MEADOW San Antonio, TX 782401539","1/3/12","0","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=90349&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"PATRIOT HEIGHTS","5000 FAWN MEADOW San Antonio, TX 782401539","1/3/12","8","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=90348&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"R & S DAIRY QUEEN #19 #","2252 THOUSAND OAKS San Antonio, TX 782323900","1/3/12","10","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=256267&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"RAMSEY FOOD MART #1","227 RAMSEY RD W San Antonio, TX 782163816","1/3/12","0","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=256262&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"REMINGTON MEDICAL RESORT","5423 HAMILTON WOLFE San Antonio, TX 782400","1/3/12","3","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=90352&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"SANTOS MEXICAN RESTAURANT","1419 CASTROVILLE RD San Antonio, TX 782372976","1/3/12","14","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=256258&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"SPRINGHILL SUITES","138 RICHLAND HILLS San Antonio, TX 782454114","1/3/12","4","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=86471&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"ST FRANCIS NURSING HOME","630 WOODLAWN AV W SAN ANTONIO, TX 78212","1/3/12","12","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=152442&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"TACOS EL REY","1821 CASTROVILLE RD San Antonio, TX 782373659","1/3/12","4","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=256269&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"TAQUERIA HUENTITAN JALISCO","6502 BABCOCK RD San Antonio, TX 782492302","1/3/12","12","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=250029&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"TEXAS MILITARY INSTITUTE","20955 TEJAS TRAIL W San Antonio, TX 782571603","1/3/12","0","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=250030&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"THE ORIGINAL BLANCO CAFE","419 ST MARYS N San Antonio, TX 782051703","1/3/12","0","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=131941&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"VALERO CORNER STORE #2256","8303 MC CULLOUGH AV San Antonio, TX 782166442","1/3/12","0","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=247872&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"WENDYS","7400 SAN PEDRO AV San Antonio, TX 782165353","1/3/12","6","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=247878&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"ZIP TRIP","2200 SAN PEDRO AV San Antonio, TX 782123230","1/3/12","9","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=247873&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"ARAMARK","6103 FARINON DR San Antonio, TX 782490","1/4/12","3","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=250032&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"ARAMARK BUSINESS SERVICES","5800 FARINON DR San Antonio, TX 782490","1/4/12","0","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=250031&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"ASIA MARKET #","1739 LOOP 410 SW San Antonio, TX 782271668","1/4/12","0","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=256331&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"BEST FOOD #2","5403 EVERS RD San Antonio, TX 782291803","1/4/12","3","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=179192&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"BURGER KING #","8296 MARBACH RD San Antonio, TX 782271600","1/4/12","0","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=256286&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"BURGER KING #","211 MILITARY DR SW San Antonio, TX 782140","1/4/12","25","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=120426&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"CAFE DON JUAN","1422 COMMERCE ST W San Antonio, TX 782073512","1/4/12","4","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=256311&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"CAPPARELLIS ITALIAN FOOD PIZZA &
  BAKERY","8822 HUEBNER RD San Antonio, TX 782401840","1/4/12","10","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=256334&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"CELITO LINDO MEXICAN RESTAURANT","19141 STONE OAK PY San Antonio, TX 782580","1/4/12","14","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=91925&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"CLICKS BILLARDS #7 #","5545 LOOP 410 NW San Antonio, TX 782381825","1/4/12","0","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=179193&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"DOLLAR GENERAL #10633 #","3563 THOUSAND OAKS San Antonio, TX 782470","1/4/12","7","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=256289&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"DOLLAR GENERAL #9846","10415 SHAENFIELD RD San Antonio, TX 782540","1/4/12","0","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=166700&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"EL MANANTIAL MEXICAN RESTAURANT #2","2116 GUADALUPE ST San Antonio, TX 782075312","1/4/12","7","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=256296&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"EL TORERO RESTAURANT","3407 PRESA ST S San Antonio, TX 782103935","1/4/12","3","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=126316&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"FAMILY DOLLAR STORE #6252 #","4455 THOUSAND OAKS San Antonio, TX 782330","1/4/12","14","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=256319&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"FAST EDDIES NEIGHBORHOOD BILLIARDS #","7616 CULEBRA RD San Antonio, TX 782511476","1/4/12","3","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=86478&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"FIREHOUSE SUBS","5887 BABCOCK RD San Antonio, TX 782402180","1/4/12","3","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=256329&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"GODIVA CHOCOLATIER #","7400 SAN PEDRO AV San Antonio, TX 782165353","1/4/12","6","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=247889&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"GRADYS AT WETMORE STORE","13525 WETMORE RD San Antonio, TX 782473150","1/4/12","23","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=256306&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"IHOP #","12780 IH 10 W San Antonio, TX 782490","1/4/12","6","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=250036&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"JOE'S CRAB SHACK #","255 BASSE E San Antonio, TX 782090","1/4/12","8","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=256314&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"KINGS BOWL","5727 BABCOCK RD SAN ANTONIO, TX 78240","1/4/12","3","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=256308&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"LA GALILEA","901 24TH ST NW San Antonio, TX 782281907","1/4/12","3","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=256332&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"LAS BRAZAS #2","2527 VANCE JACKSON San Antonio, TX 782134014","1/4/12","13","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=130701&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"LAS GUERAS CAFE #2","8615 NEW LAREDO HWY San Antonio, TX 782115202","1/4/12","14","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=128485&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"LONG JOHN SILVERS #","1737 LOOP 410 SW San Antonio, TX 782271601","1/4/12","0","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=256318&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"MARIPOSA ICE HOUSE & GROCERY #","1438 MARIPOSA DR W San Antonio, TX 782012914","1/4/12","14","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=130705&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"MCAULIFFE MIDDLE SCHOOL","9390 LOOP 410 SW San Antonio, TX 782420","1/4/12","5","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=128487&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"MCDONALDS #","1733 LOOP 410 SW San Antonio, TX 782271601","1/4/12","0","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=256298&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"MY FIT FOODS","7322 JONES MALTSBRG San Antonio, TX 782090","1/4/12","0","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=256320&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"PALACIO CHINO","7310 MARBACH RD San Antonio, TX 782271918","1/4/12","7","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=128489&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"PATTYS TACO HOUSE","2422 HACKBERRY ST S San Antonio, TX 782104257","1/4/12","4","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=126312&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"PIZZA HUT #","5731 BABCOCK RD San Antonio, TX 782401814","1/4/12","3","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=256316&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"POPULAR FOOD MART","1439 SOUTHCROSS E SAN ANTONIO, TX 78223","1/4/12","15","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=126313&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"QUALITY INN DOWNTOWN SOUTH","606 DIVISION San Antonio, TX 782141318","1/4/12","0","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=126315&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"RADIANCE ACADEMY INTERNATIONAL","4151 CULEBRA RD San Antonio, TX 782284557","1/4/12","10","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=256310&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"RAM STORE #","619 DIVISION San Antonio, TX 782141317","1/4/12","0","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=126314&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"RAYS DRIVE INN","822 19TH ST SW San Antonio, TX 782075103","1/4/12","11","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=256336&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"RENAISSANCE GRILL","70 LOOP 410 NE 270SAN ANTONIO, TX 78216","1/4/12","13","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=247888&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"RESIDENCE INN","1115 N FM 1604 E San Antonio, TX 782580","1/4/12","3","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=91928&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"RUBY TUESDAY","5607 W FM 1604 N San Antonio, TX 782530","1/4/12","13","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=166702&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"SKY HARBOUR ELEMENTARY","5902 FISHERS BEND San Antonio, TX 782422909","1/4/12","4","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=128488&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"SONIC RESTAURANTS OF SAN ANTONIO #2981","1730 HORAL SAN ANTONIO, TX 78227","1/4/12","3","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=256305&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"SPICE RACK DELI AT STONEOAK","21 SPURS LANE San Antonio, TX 782400","1/4/12","24","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=256287&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"ST HENRYS CATHOLIC CHURCH CAFETERIA","1619 FLORES ST S San Antonio, TX 782041622","1/4/12","0","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=256292&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"SUBWAY SANDWICH SHOP #17758","849 BANDERA RD San Antonio, TX 782285227","1/4/12","6","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=256312&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"TACO BELL #19305 #","6635 FM 78 San Antonio, TX 782440","1/4/12","11","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=96330&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"TAQUERIA VALLARTA","3219 BLANCO RD San Antonio, TX 782011357","1/4/12","10","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=130702&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"VALERO CORNER STORE #1047 #","4646 RITTIMAN RD San Antonio, TX 782184628","1/4/12","3","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=96329&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"VALERO CORNER STORE #2122","1303 CALLAGHAN RD SAN ANTONIO, TX 78238","1/4/12","11","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=256304&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"VANESSA'S MEXICAN FOOD","1621 MAIN AV N San Antonio, TX 782124352","1/4/12","9","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=152447&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"WHATABURGER #362","13900 O CONNOR RD San Antonio, TX 782334949","1/4/12","7","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=256285&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"ANGELS HERBALIFE","1803 VANCE JACKSON San Antonio, TX 782130","1/5/12","0","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=130709&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"AUNTIE ANNES #","6301 LOOP 410 NW San Antonio, TX 782383801","1/5/12","3","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=86484&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"AUNTIE ANNES HAND-ROLLED SOFT #PREZTELS","7400 SAN PEDRO AV San Antonio, TX 782165353","1/5/12","3","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=247894&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"BARRIBA CANTINA","111 CROCKETT ST W San Antonio, TX 782050","1/5/12","11","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=84397&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"BIG MO FRESNO BAR","1224 FRESNO ST San Antonio, TX 782014228","1/5/12","0","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=247898&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"BILL MILLER BBQ #47","18195 US 281 N San Antonio, TX 782320","1/5/12","5","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=91929&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"CAMILAS MEXICAN RESTAURANT","903 BITTERS RD San Antonio, TX 782320","1/5/12","16","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=102165&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"CHINA HARBOR","17333 US 281 N San Antonio, TX 782320","1/5/12","7","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=256352&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"CHURCHS FRIED CHICKEN #1278 #","8459 FIVE PALMS DR San Antonio, TX 782422642","1/5/12","6","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=128495&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"DILLARD'S","6301 LOOP 410 NW San Antonio, TX 782383801","1/5/12","0","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=86483&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
